OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355716"",""24-592"")","Ecology and Evolution of Infectious Diseases","NSF","posted","07/30/2024","11/20/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/297145"",""SOL-OFDA-17-000088"")","Infectious Disease (with Epidemic or Pandemic potential) Standby Capacity for Humanitarian Emergency APS","USAID","posted","09/06/2017",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356092"",""CDC-RFA-JG-25-0157"")","Strengthening Regional Field Epidemiology Training Program (FETP) Networks in Thailand","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353590"",""PAR-24-174"")","Global Infectious Disease Research Training Program (D43 Clinical Trial Optional)","HHS-NIH11","posted","04/17/2024","08/06/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/309813"",""7200AA19RFA00004"")","One Health Workforce (OHW) Next Generation","USAID","posted","10/22/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/302225"",""720FDA18APS00001"")","Augmenting Capacity for Humanitarian Emergencies of Infectious Diseases ","USAID","posted","03/27/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356083"",""CDC-RFA-JG-25-0140"")","Enhancing Capacity & Accelerating Sustainability of Public Health Systems in India to Prevent, Detect and Respond to Infectious Disease Outbreaks and Other Public Health Emergencies","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355935"",""CDC-RFA-CK-25-0018"")","Modeling Infectious Diseases in Healthcare (MInD Healthcare) to Improve Pathogen Prevention and Healthcare Delivery","HHS-CDC-NCEZID","forecasted","08/07/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347525"",""RFA-AI-23-023"")","International Research in Infectious Diseases (R01 Clinical Trial Not Allowed)","HHS-NIH11","posted","04/14/2023","08/01/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351301"",""72044024RFI00001"")","USAID Strengthening Local Health Security Activity","USAID-VIE","forecasted","12/05/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331568"",""7200AA21APS00005"")","Frontier Health Markets APS","USAID","posted","02/25/2021","02/24/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/305999"",""GLOBALHEALTH-BAA-2018"")","The USAID Global Health Broad Agency Announcement for Research and Development (2018)","USAID","posted","06/07/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/292100"",""RFI-492-17-OH-001"")","Advancing TB Prevention, Detection and Treatment in the Philippines","USAID-PHI","forecasted","02/28/2017",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355957"",""CDC-RFA-CK-25-0128"")","Reducing the burden of parasitic infections in the United States through evidence-based prevention and control activities","HHS-CDC-NCEZID","forecasted","08/08/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356259"",""CDC-RFA-JG-25-0176"")","Protecting and Improving Global Public Health: Strengthening and Sustaining Public Health Systems in Ghana","HHS-CDC-GHC","forecasted","08/29/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356081"",""CDC-RFA-JG-25-0138"")","Enhancing Global Health Security: Expanding Efforts and Strategies to Protect and Improve Public Health in the Democratic Republic of the Congo (DRC)","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356090"",""CDC-RFA-JG-25-0152"")","Strengthening Public Health Systems in Sierra Leone","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356357"",""CDC-RFA-JG-25-0136"")","Protecting and Improving Health in Cote d'Ivoire: Building and Strengthening Public Health Impact, Systems, Capacity and Security","HHS-CDC-GHC","forecasted","09/06/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356089"",""CDC-RFA-JG-25-0151"")","Strengthening Global Health Security: Partnering for GHSA Implementation in Senegal","HHS-CDC-GHC","forecasted","08/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356176"",""CDC-RFA-JG-25-0167"")","Enhancing Global Health Security: Expanding Efforts and Strategies to Protect and Improve Public Health in Bangladesh","HHS-CDC-GHC","forecasted","08/23/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344643"",""PAR-23-065"")","NIAID Resource-Related Research Projects (R24 Clinical Trial Not Allowed)","HHS-NIH11","posted","11/23/2022","01/07/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352989"",""ARPA-H-SOL-24-105"")","Scalable Solutions Office: Office-Wide Innovative Solutions Opening for Advanced Research Projects Agency for Health","HHS-ARPAH","posted","03/14/2024","03/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348796"",""PD-23-5345"")","Engineering of Biomedical Systems","NSF","posted","06/18/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352990"",""ARPA-H-SOL-24-104"")","Health Science Futures: Office-Wide Innovative Solutions Opening for Advanced Research Projects Agency for Health","HHS-ARPAH","posted","03/14/2024","03/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352977"",""ARPA-H-SOL-24-106"")","Proactive Health Office: Office-Wide Innovative Solutions Opening for Advanced Research Projects Agency for Health","HHS-ARPAH","posted","03/14/2024","03/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350176"",""PAR-23-300"")","Global Infectious Disease Research Administration Development Award for Low-and Middle-Income Country Institutions (G11 Clinical Trial Not Allowed)","HHS-NIH11","posted","09/11/2023","03/13/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356765"",""72052725RFA00001"")","Strengthening Systems for Health Security Activity (SSHS)","USAID-PER","posted","10/18/2024","12/16/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356589"",""72039124RFA00002"")","Global Health Security (GHS) Activity","USAID-PAK","posted","09/30/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355947"",""72048624RFI00002"")","Request for Information-USAID/RDMA Thailand HIV Key Population Civil Society Organization Leadership","USAID-THA","posted","08/08/2024","10/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")","USAID/Lesotho Bophelo Bo Botle (Good Health) Activity","USAID-SAF","forecasted","02/12/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338128"",""72067522APS00002"")","Guinea Local Health System Strengthening (GLHSS)","USAID-GUI","posted","02/16/2022","02/25/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337086"",""CDC-RFA-TP22-2201"")","Public Health Crisis Response Cooperative Agreement","HHS-CDC-OPHPR","posted","01/13/2022","11/19/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352469"",""7200AA2400010"")","USAID Integrated Health Systems Strengthening Activity (IHSS) - RFI #2","USAID","forecasted","02/15/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355487"",""HT9425S24CRRPTRA"")","DoD Combat Readiness - Medical, Translational Research Award","DOD-AMRAA","posted","07/18/2024","12/05/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343725"",""HT942523SBAA1"")","DOD USAMRDC FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research","DOD-AMRAA","posted","09/22/2022","09/30/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342948"",""72049222-OH-SSN-00001"")","USAID/Philippines Integrated Health Project","USAID-PHI","forecasted","08/04/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")","Local Organizations Network Project (LON)","USAID","posted","01/29/2019","09/28/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328144"",""RFI-685-20-IHSHCS-01"")","Improving Health Status and Human Capital in Senegal Activity","USAID-SEN","forecasted","07/17/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/318376"",""7200AA19APS00013"")","New Partnerships Initiative (NPI) – Global Health","USAID","posted","07/12/2019","09/30/2030"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351422"",""72067424RFA00001"")","Health Financing and Public Financial Management Systems Strengthening Activity in South Africa","USAID-SAF","forecasted","12/11/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347114"",""RFI-GH-OHS-23-0001"")","Integrated Health Systems Strengthening Activity, Bureau for Global Health, Office of Health Systems","USAID","forecasted","03/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349656"",""72049223APS00001"")","UNIVERSAL HEALTH CARE PROJECT APS","USAID-PHI","posted","08/01/2023","07/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336878"",""7200AA22APS00002"")","Promoting Results and Outcomes through Policy and Economic Levers (PROPEL)","USAID","posted","12/07/2021","11/30/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355276"",""RFI-278-24-PFH-PDR-PHC"")","Jordan RFI/SSN: Prevent, Detect, Respond - Primary Health Care (PDR-PHC) Activity","USAID-JOR","forecasted","07/08/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)","USAID","posted","04/22/2019","09/30/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349501"",""7200AA23RFI00008"")","RFI - Global Health Social and Behavior Change (SBC) Activity","USAID","forecasted","07/21/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356434"",""72066024RFA00006"")","USAID Accelerator Activity","USAID-DEM","posted","09/17/2024","10/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356858"",""DFOP0016988"")","Build Partner Capabilities to Protect Critical Advanced and Emerging Technologies","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")","Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")","Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")","Countering WMD and UAS Threats in Iraq","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")","Nonproliferation Scientist Engagement Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")","Countering Proliferator State Advanced Conventional Weapons Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")","Countering the Russian Federation’s Sanctions Evasion Activities","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")","Build Partner Capabilities to Counter Global Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")","Build Partner Capabilities to Protect Semiconductor and CHIPS Technology","DOS-ISN","posted","10/25/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")","Building Partner Capacity to Counter Chemical Weapons Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356756"",""72048225RFA00001"")","BURMA: Resilient Tuberculosis Response in Myanmar (RTBR) Activity","USAID-BMA","posted","10/18/2024","12/17/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353860"",""HDTRA1-24-S-0002"")","Biological Threat Reduction with Global Partners Broad Agency Announcement (BAA)","DOD-DTRA","posted","05/15/2024","04/28/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330125"",""RFI-GH-21-002"")","PROPEL Health Project (Promoting Results and Outcomes through Policy and Economic Levers)","USAID","forecasted","11/30/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356165"",""72068524RFA00017"")","USAID Burkina Faso Community Health Activity","USAID-SEN","posted","08/22/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/228973"",""RFA-391-13-000009"")","Child, Newborn, and Maternal Health Project","USAID-PAK","posted","04/03/2013",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356168"",""CMS-2T2-25-001"")","Section 206 of the Consolidated Appropriations Act, 2024: State Planning Grants to Promote Continuity of Care for Medicaid and CHIP Beneficiaries Following Incarceration","HHS-CMS","posted","09/27/2024","11/26/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345995"",""USAID-7200AA23RFI-ENDOR"")","Ending Neglected Diseases Through Operational Research (ENDOR)","USAID","forecasted","02/10/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/305335"",""RFI-625-18-RISEII-HSD"")","RISE II HEALTH SERVICES DELIVERY ACTIVITY","USAID-SEN","posted","05/18/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331500"",""7200AA21APS00004"")","Diversifying Partnerships in WASH Program (DiP-WASH)","USAID","forecasted","02/12/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328985"",""RFI-720656-20IFPI"")","Request for Information -Improved Family planning Initiative in Mozambique","USAID-MOZ","forecasted","09/09/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356894"",""72052125RFA00001"")","USAID Investment, Jobs and Income (IJI)","USAID-HAI","posted","10/29/2024","12/13/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346966"",""72038623RFA00002"")","FIRE- UP: Fostering improvement in Reproductive Health/Family Planning (RH/FP) uptake by Empowering Young Populations Activity","USAID-INA","forecasted","03/20/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356642"",""72066924RFA00002"")","Advancing Community Health Activity (ACHA)","USAID-LIB","posted","10/07/2024","11/21/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/300813"",""RFI-625-18-RISEII"")","Resilience in the Sahel Enhanced (RISE) II Technical Approach Working Paper","USAID-SEN","posted","02/16/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345910"",""72049723APS00001-AND-ADDENDUMS"")","Accelerating Elimination of Tuberculosis (TB) in Indonesia","USAID-IND","posted","02/09/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355762"",""FR-6800-N-25"")","FY 2024 and FY 2025 Continuum of Care Competition and Renewal or Replacement of Youth Homeless Demonstration Program Grants","HUD","posted","07/31/2024","08/29/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356871"",""720BHA25RFA00001"")","Ethiopia Rapid Response Mechanism (RRM)","USAID","posted","10/28/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356612"",""HDTRA1-25-S-0001"")","Fundamental Research to Counter Weapons of Mass Destruction","DOD-DTRA","posted","10/01/2024","09/30/2034"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356827"",""72048225RFA00002"")","Strengthening Malaria Control for High-Risk Communities","USAID-THA","posted","10/24/2024","12/06/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353986"",""RFA-CE-25-032"")","Formative Research of Community-led Primary Prevention Approaches to Address Elevated Risk of Intimate Partner Violence & Sexual Violence","HHS-CDC-HHSCDCERA","posted","08/30/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353876"",""RFA-CE-25-025"")","Rigorous Evaluation of Community- and Societal-Level Primary Prevention Approaches to Prevent Adverse Childhood Experiences (ACEs): Expanding the Best Available Evidence","HHS-CDC-HHSCDCERA","posted","08/29/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province","USAID-SAF","forecasted","03/24/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354285"",""7200AA24APS00006"")","Locally Led Development Annual Program Statement (LLD-APS)","USAID","posted","05/17/2024","05/16/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348036"",""72067423RFI00004"")","Draft Notice of Funding Opportunity - Children, Adolescents, and Families in the HIV Epidemic in Limpopo Province","USAID-SAF","forecasted","05/10/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356643"",""72068724RFA00007"")","USAID Access Miahy","USAID-MAD","posted","10/07/2024","11/27/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356660"",""72068724RFA00008"")","USAID Access Miahy","USAID-MAD","posted","10/08/2024","11/27/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/306385"",""7200AA18APS00004"")","Knowledge SUCCESS (Strengthening Use, Capacity, Collaboration, Exchange, Synthesis, and Sharing) APS ","USAID","posted","06/19/2018","06/18/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356671"",""72062024RFA00009"")","USAID Primary Health Care Improvement Program (UPHIP)","USAID-NIG","posted","10/09/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356403"",""HR001124S0034"")","Biological Technologies","DOD-DARPA-BTO","posted","09/11/2024","09/10/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352741"",""N00173-24-S-BA01"")","NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research","DOD-ONR-NRL","posted","03/01/2024","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349586"",""HT9425-23-S-SOC1"")","BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense","DOD-AMRAA","posted","07/27/2023","07/31/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/275168"",""SOL-OAA-15-000054"")","Annual Program Statement - Policy, Advocacy, and Communication Enhanced  for Population and Reproductive Health (PACE)","USAID","posted","03/13/2015","03/12/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356420"",""72061124RFA00004"")","USAID Acting on Climate Change Together","USAID-ZAM","posted","09/13/2024","11/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/325932"",""W911NF-20-S-0008"")","UNITED STATES MILITARY ACADEMY Broad Agency Announcement","DOD-AMC","posted","04/01/2020","03/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356426"",""72038624RFA00006"")","Addendum for Transformative Partnerships for Climate-Resilient Water and Sanitation Initiative under DiP-WASH","USAID-INA","posted","09/16/2024","10/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348888"",""720BHA23APS00002"")","BHA Multi Year Annual Program Statement (BHA MYAPS)","USAID","posted","06/22/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")","Health Service Quality Accelerator","USAID-JOR","forecasted","08/27/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343653"",""W81XWH-22-DHAPP"")","Department of Defense HIV/AIDS Prevention Program","DOD-AMRAA","posted","09/19/2022","09/18/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350009"",""72052023APS00002"")","Locally Led Development Annual Program Statement (APS)","USAID-GUA","posted","08/28/2023","08/26/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356372"",""72062424APS00002"")","Addressing Sexual and Gender-Based Violence (SGBV) and Trafficking in Persons (TIP) in West Africa (SGBV-TIP)","USAID-GHA","posted","09/09/2024","02/07/2025"